episode,speakers,emotions,utterances,triggers
utterance_45,"['Ross', 'Monica', 'Ross', 'Chandler', 'Phoebe', 'Phoebe', 'Ross', 'Joey', 'Joey', 'Phoebe']","['neutral', 'anger', 'neutral', 'joy', 'neutral', 'neutral', 'joy', 'joy', 'joy', 'joy']","['This is my wedding.', ""All right, y'know what? We really are late! Let's go! Let's go! Let's go!!"", ""Fine. You'll-you'll watch it on video when we get back."", 'Here you go Phoebe! Here you go Phobo! Phewbedo! Phaybobo.', 'Thank you.', 'Thank you.', ""All right, let's go! Bye, Pheebs!"", 'Bye, Pheebs!', 'London baby!!', ""Oh, do you need a hug? You don't have to bring me anything!""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
utterance_46,"['Chandler', 'Joey', 'Chandler']","['neutral', 'joy', 'disgust']","['Hey!', ""Hey! So Estelle lined up a bunch of auditions for me tomorrow and I'll have my health insurance back in no time."", ""That's great, but shouldn't you be on the toilet right now?""]","[0.0, 1.0, 0.0]"
utterance_47,"['Chandler', 'Joey', 'Chandler', 'Joey']","['neutral', 'joy', 'disgust', 'surprise']","['Hey!', ""Hey! So Estelle lined up a bunch of auditions for me tomorrow and I'll have my health insurance back in no time."", ""That's great, but shouldn't you be on the toilet right now?"", 'What?!']","[0.0, 0.0, 1.0, 0.0]"
utterance_48,"['Chandler', 'Joey', 'Chandler', 'Joey', 'Chandler', 'Joey']","['neutral', 'joy', 'disgust', 'surprise', 'disgust', 'neutral']","['Hey!', ""Hey! So Estelle lined up a bunch of auditions for me tomorrow and I'll have my health insurance back in no time."", ""That's great, but shouldn't you be on the toilet right now?"", 'What?!', ""What's wrong with you?"", 'Nothing!']","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
utterance_49,"['Chandler', 'Joey', 'Chandler', 'Joey', 'Chandler', 'Joey', 'Joey']","['neutral', 'joy', 'disgust', 'surprise', 'disgust', 'neutral', 'fear']","['Hey!', ""Hey! So Estelle lined up a bunch of auditions for me tomorrow and I'll have my health insurance back in no time."", ""That's great, but shouldn't you be on the toilet right now?"", 'What?!', ""What's wrong with you?"", 'Nothing!', ""Well, I-I got this blinding pain in my stomach when I was lifting weights before, then I uh passed out and uh, haven't been able to stand up since.""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
utterance_50,"['Chandler', 'Joey', 'Chandler', 'Joey', 'Chandler', 'Joey', 'Joey', 'Joey']","['neutral', 'joy', 'disgust', 'surprise', 'disgust', 'neutral', 'fear', 'neutral']","['Hey!', ""Hey! So Estelle lined up a bunch of auditions for me tomorrow and I'll have my health insurance back in no time."", ""That's great, but shouldn't you be on the toilet right now?"", 'What?!', ""What's wrong with you?"", 'Nothing!', ""Well, I-I got this blinding pain in my stomach when I was lifting weights before, then I uh passed out and uh, haven't been able to stand up since."", ""But um, I don't think it's anything serious.""]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]"
utterance_51,"['Chandler', 'Joey', 'Chandler', 'Joey', 'Chandler', 'Joey', 'Joey', 'Joey', 'Chandler']","['neutral', 'joy', 'disgust', 'surprise', 'disgust', 'neutral', 'fear', 'neutral', 'surprise']","['Hey!', ""Hey! So Estelle lined up a bunch of auditions for me tomorrow and I'll have my health insurance back in no time."", ""That's great, but shouldn't you be on the toilet right now?"", 'What?!', ""What's wrong with you?"", 'Nothing!', ""Well, I-I got this blinding pain in my stomach when I was lifting weights before, then I uh passed out and uh, haven't been able to stand up since."", ""But um, I don't think it's anything serious."", 'This sounds like a hernia. You have to\x97you-you go to the doctor!']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
utterance_52,"['Chandler', 'Joey', 'Chandler', 'Joey', 'Chandler', 'Joey', 'Joey', 'Joey', 'Chandler', 'Joey']","['neutral', 'joy', 'disgust', 'surprise', 'disgust', 'neutral', 'fear', 'neutral', 'surprise', 'fear']","['Hey!', ""Hey! So Estelle lined up a bunch of auditions for me tomorrow and I'll have my health insurance back in no time."", ""That's great, but shouldn't you be on the toilet right now?"", 'What?!', ""What's wrong with you?"", 'Nothing!', ""Well, I-I got this blinding pain in my stomach when I was lifting weights before, then I uh passed out and uh, haven't been able to stand up since."", ""But um, I don't think it's anything serious."", 'This sounds like a hernia. You have to\x97you-you go to the doctor!', ""No way! \x91Kay look, if I have to go to the doctor for anything it's gonna be for this thing sticking out of my stomach!""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
utterance_53,"['Chandler', 'Joey', 'Chandler', 'Joey', 'Chandler', 'Joey', 'Joey', 'Joey', 'Chandler', 'Joey', 'Chandler']","['neutral', 'joy', 'disgust', 'surprise', 'disgust', 'neutral', 'fear', 'neutral', 'surprise', 'fear', 'disgust']","['Hey!', ""Hey! So Estelle lined up a bunch of auditions for me tomorrow and I'll have my health insurance back in no time."", ""That's great, but shouldn't you be on the toilet right now?"", 'What?!', ""What's wrong with you?"", 'Nothing!', ""Well, I-I got this blinding pain in my stomach when I was lifting weights before, then I uh passed out and uh, haven't been able to stand up since."", ""But um, I don't think it's anything serious."", 'This sounds like a hernia. You have to\x97you-you go to the doctor!', ""No way! \x91Kay look, if I have to go to the doctor for anything it's gonna be for this thing sticking out of my stomach!"", ""That's a hernia.""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
utterance_54,"['Chandler', 'Joey', 'Chandler', 'Joey', 'Chandler', 'Joey', 'Joey', 'Joey', 'Chandler', 'Joey', 'Chandler', 'Joey']","['neutral', 'joy', 'disgust', 'surprise', 'disgust', 'neutral', 'fear', 'neutral', 'surprise', 'fear', 'disgust', 'anger']","['Hey!', ""Hey! So Estelle lined up a bunch of auditions for me tomorrow and I'll have my health insurance back in no time."", ""That's great, but shouldn't you be on the toilet right now?"", 'What?!', ""What's wrong with you?"", 'Nothing!', ""Well, I-I got this blinding pain in my stomach when I was lifting weights before, then I uh passed out and uh, haven't been able to stand up since."", ""But um, I don't think it's anything serious."", 'This sounds like a hernia. You have to\x97you-you go to the doctor!', ""No way! \x91Kay look, if I have to go to the doctor for anything it's gonna be for this thing sticking out of my stomach!"", ""That's a hernia."", 'Why did I have to start working out again?  Damn you 15s!']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0]"
utterance_55,"['Mona', 'Ross', 'Mona']","['joy', 'neutral', 'surprise']","['I love your place! Where is this guy from?', ""Uh that's an eighteenth century Indian artifact from Calcutta."", ""Oh wow! So, you're more than just dinosaurs.""]","[0.0, 1.0, 0.0]"
utterance_56,"['Ross', 'Mona', 'Ross', 'Mona']","['neutral', 'neutral', 'neutral', 'surprise']","[""Well, well to sum up, we're having fun, you look young."", 'Okay', ""But that's not enough. So  So here's a key to my apartment."", 'Really?!']","[0.0, 0.0, 1.0, 0.0]"
utterance_57,"['Ross', 'Mona', 'Ross', 'Mona', 'Ross', 'Mona']","['neutral', 'neutral', 'neutral', 'surprise', 'neutral', 'neutral']","[""Well, well to sum up, we're having fun, you look young."", 'Okay', ""But that's not enough. So  So here's a key to my apartment."", 'Really?!', 'Really.', ""You don't think this is too fast.""]","[0.0, 0.0, 1.0, 0.0, 1.0, 0.0]"
utterance_58,"['Ross', 'Charlie', 'Ross']","['anger', 'neutral', 'neutral']","['Get Out!', 'Ross, can I talk to you for a minute?', ""Yes, please!  So, what's going on?""]","[0.0, 1.0, 0.0]"
utterance_59,"['Ross', 'Charlie', 'Ross', 'Charlie']","['anger', 'neutral', 'neutral', 'sadness']","['Get Out!', 'Ross, can I talk to you for a minute?', ""Yes, please!  So, what's going on?"", 'Uh, well... Joey and I broke up.']","[0.0, 0.0, 0.0, 1.0]"
utterance_60,"['Ross', 'Charlie', 'Ross', 'Charlie', 'Ross']","['anger', 'neutral', 'neutral', 'sadness', 'surprise']","['Get Out!', 'Ross, can I talk to you for a minute?', ""Yes, please!  So, what's going on?"", 'Uh, well... Joey and I broke up.', 'Oh my God, wh-what happened?']","[0.0, 0.0, 0.0, 1.0, 0.0]"
utterance_61,"['Ross', 'Charlie', 'Ross', 'Charlie', 'Ross', 'Charlie', 'Ross']","['anger', 'neutral', 'neutral', 'sadness', 'surprise', 'sadness', 'anger']","['Get Out!', 'Ross, can I talk to you for a minute?', ""Yes, please!  So, what's going on?"", 'Uh, well... Joey and I broke up.', 'Oh my God, wh-what happened?', ""Joey is a great guy, but we're just... so different! I mean, during your speech he kept laughing at homo erectus!"", 'I knew that was him!']","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
utterance_62,"['Ross', 'Charlie', 'Ross', 'Charlie', 'Ross', 'Charlie', 'Ross', 'Charlie', 'Ross']","['anger', 'neutral', 'neutral', 'sadness', 'surprise', 'sadness', 'anger', 'sadness', 'neutral']","['Get Out!', 'Ross, can I talk to you for a minute?', ""Yes, please!  So, what's going on?"", 'Uh, well... Joey and I broke up.', 'Oh my God, wh-what happened?', ""Joey is a great guy, but we're just... so different! I mean, during your speech he kept laughing at homo erectus!"", 'I knew that was him!', ""Anyway I just, uh, I think it's for the best."", 'Hey, you ok?']","[0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]"
utterance_63,"['Ross', 'Charlie', 'Ross', 'Charlie', 'Ross', 'Charlie', 'Ross', 'Charlie', 'Ross', 'Charlie', 'Charlie']","['anger', 'neutral', 'neutral', 'sadness', 'surprise', 'sadness', 'anger', 'sadness', 'neutral', 'sadness', 'neutral']","['Get Out!', 'Ross, can I talk to you for a minute?', ""Yes, please!  So, what's going on?"", 'Uh, well... Joey and I broke up.', 'Oh my God, wh-what happened?', ""Joey is a great guy, but we're just... so different! I mean, during your speech he kept laughing at homo erectus!"", 'I knew that was him!', ""Anyway I just, uh, I think it's for the best."", 'Hey, you ok?', 'I guess.', 'There was hum...  there was another reason that I thought it was time to end it with Joey.']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
utterance_64,"['Ross', 'Charlie', 'Ross', 'Charlie', 'Ross', 'Charlie', 'Ross', 'Charlie', 'Ross', 'Charlie', 'Charlie', 'Charlie', 'Paleontologist', 'Ross', 'Charlie', 'Professore Clerk', 'Ross']","['anger', 'neutral', 'neutral', 'sadness', 'surprise', 'sadness', 'anger', 'sadness', 'neutral', 'sadness', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'joy', 'anger']","['Get Out!', 'Ross, can I talk to you for a minute?', ""Yes, please!  So, what's going on?"", 'Uh, well... Joey and I broke up.', 'Oh my God, wh-what happened?', ""Joey is a great guy, but we're just... so different! I mean, during your speech he kept laughing at homo erectus!"", 'I knew that was him!', ""Anyway I just, uh, I think it's for the best."", 'Hey, you ok?', 'I guess.', 'There was hum...  there was another reason that I thought it was time to end it with Joey.', 'I started to realize that I was having feelings for someone  else.', 'Ok Geller. Last day of the conference, you know what happens to the keynote speaker.', ""Oh, professor Clerk we're kind of in the middle of a conversation, here."", 'Yeah, can you guys just throw him in the pool later?', 'Or we could throw you both in', 'Ok, gentlemen!']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0]"
utterance_65,"['Ross', 'Charlie', 'Ross', 'Charlie', 'Ross', 'Charlie', 'Ross', 'Charlie', 'Ross', 'Charlie', 'Charlie', 'Charlie', 'Paleontologist', 'Ross', 'Charlie', 'Professore Clerk', 'Ross', 'Ross', 'Ross', 'Ross']","['anger', 'neutral', 'neutral', 'sadness', 'surprise', 'sadness', 'anger', 'sadness', 'neutral', 'sadness', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'joy', 'anger', 'anger', 'anger', 'neutral']","['Get Out!', 'Ross, can I talk to you for a minute?', ""Yes, please!  So, what's going on?"", 'Uh, well... Joey and I broke up.', 'Oh my God, wh-what happened?', ""Joey is a great guy, but we're just... so different! I mean, during your speech he kept laughing at homo erectus!"", 'I knew that was him!', ""Anyway I just, uh, I think it's for the best."", 'Hey, you ok?', 'I guess.', 'There was hum...  there was another reason that I thought it was time to end it with Joey.', 'I started to realize that I was having feelings for someone  else.', 'Ok Geller. Last day of the conference, you know what happens to the keynote speaker.', ""Oh, professor Clerk we're kind of in the middle of a conversation, here."", 'Yeah, can you guys just throw him in the pool later?', 'Or we could throw you both in', 'Ok, gentlemen!', 'Please!', ""Aren't we a little old for this?"", ""I mean, we're scientists, right?""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
utterance_66,"['Ross', 'Charlie', 'Ross', 'Charlie', 'Ross', 'Charlie', 'Ross', 'Charlie', 'Ross', 'Charlie', 'Charlie', 'Charlie', 'Paleontologist', 'Ross', 'Charlie', 'Professore Clerk', 'Ross', 'Ross', 'Ross', 'Ross', 'Ross']","['anger', 'neutral', 'neutral', 'sadness', 'surprise', 'sadness', 'anger', 'sadness', 'neutral', 'sadness', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'joy', 'anger', 'anger', 'anger', 'neutral', 'anger']","['Get Out!', 'Ross, can I talk to you for a minute?', ""Yes, please!  So, what's going on?"", 'Uh, well... Joey and I broke up.', 'Oh my God, wh-what happened?', ""Joey is a great guy, but we're just... so different! I mean, during your speech he kept laughing at homo erectus!"", 'I knew that was him!', ""Anyway I just, uh, I think it's for the best."", 'Hey, you ok?', 'I guess.', 'There was hum...  there was another reason that I thought it was time to end it with Joey.', 'I started to realize that I was having feelings for someone  else.', 'Ok Geller. Last day of the conference, you know what happens to the keynote speaker.', ""Oh, professor Clerk we're kind of in the middle of a conversation, here."", 'Yeah, can you guys just throw him in the pool later?', 'Or we could throw you both in', 'Ok, gentlemen!', 'Please!', ""Aren't we a little old for this?"", ""I mean, we're scientists, right?"", ""We're academics.""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
utterance_67,"['Ross', 'Charlie', 'Ross', 'Charlie', 'Ross', 'Charlie', 'Ross', 'Charlie', 'Ross', 'Charlie', 'Charlie', 'Charlie', 'Paleontologist', 'Ross', 'Charlie', 'Professore Clerk', 'Ross', 'Ross', 'Ross', 'Ross', 'Ross', 'Ross']","['anger', 'neutral', 'neutral', 'sadness', 'surprise', 'sadness', 'anger', 'sadness', 'neutral', 'sadness', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'joy', 'anger', 'anger', 'anger', 'neutral', 'anger', 'joy']","['Get Out!', 'Ross, can I talk to you for a minute?', ""Yes, please!  So, what's going on?"", 'Uh, well... Joey and I broke up.', 'Oh my God, wh-what happened?', ""Joey is a great guy, but we're just... so different! I mean, during your speech he kept laughing at homo erectus!"", 'I knew that was him!', ""Anyway I just, uh, I think it's for the best."", 'Hey, you ok?', 'I guess.', 'There was hum...  there was another reason that I thought it was time to end it with Joey.', 'I started to realize that I was having feelings for someone  else.', 'Ok Geller. Last day of the conference, you know what happens to the keynote speaker.', ""Oh, professor Clerk we're kind of in the middle of a conversation, here."", 'Yeah, can you guys just throw him in the pool later?', 'Or we could throw you both in', 'Ok, gentlemen!', 'Please!', ""Aren't we a little old for this?"", ""I mean, we're scientists, right?"", ""We're academics."", 'And most importantly I... you-you will have to catch us first.']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
utterance_68,"['Ross', 'Rachel', 'Phoebe', 'Monica', 'Phoebe']","['joy', 'joy', 'disgust', 'surprise', 'neutral']","['Go, go, go!', 'Oh yeah, now everybody wants to be under this hat!', 'Oy!!', ""What's with all this sand?"", 'Oh, yeah, Bob said there might be flood damage.']","[0.0, 0.0, 0.0, 1.0, 0.0]"
utterance_69,"['Ross', 'Rachel', 'Phoebe', 'Monica', 'Phoebe', 'Ross']","['joy', 'joy', 'disgust', 'surprise', 'neutral', 'neutral']","['Go, go, go!', 'Oh yeah, now everybody wants to be under this hat!', 'Oy!!', ""What's with all this sand?"", 'Oh, yeah, Bob said there might be flood damage.', 'Yeah, either that, or he has a really big cat.']","[0.0, 0.0, 0.0, 1.0, 1.0, 0.0]"
utterance_70,"['Joey', 'Joey']","['anger', 'joy']","[""Okay, see that blind guy right there? I'm gonna bash his head in later."", 'Oh umm, my big scene is coming up. Big scene coming up.']","[0.0, 1.0]"
utterance_71,"['Ross', 'Joey', 'Ross', 'Joey']","['neutral', 'neutral', 'neutral', 'joy']","['Hey, you wanna get something to eat or uh, do you wanna see how long we can throw this ball back and forth? Huh?', 'Uhh, the ball thing.', 'Yeah?', ""Hey Ross, wouldn't it be great if we could go two straight hours without dropping it?!""]","[0.0, 1.0, 1.0, 0.0]"
utterance_72,"['Ross', 'Joey', 'Ross', 'Joey', 'Ross', 'Joey', 'Joey']","['neutral', 'neutral', 'neutral', 'joy', 'neutral', 'joy', 'fear']","['Hey, you wanna get something to eat or uh, do you wanna see how long we can throw this ball back and forth? Huh?', 'Uhh, the ball thing.', 'Yeah?', ""Hey Ross, wouldn't it be great if we could go two straight hours without dropping it?!"", 'Uhh,', 'Okay!', 'Uh-oh.']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
utterance_73,"['Ross', 'Joey', 'Ross', 'Joey', 'Ross', 'Joey', 'Joey', 'Ross', 'Joey']","['neutral', 'neutral', 'neutral', 'joy', 'neutral', 'joy', 'fear', 'neutral', 'sadness']","['Hey, you wanna get something to eat or uh, do you wanna see how long we can throw this ball back and forth? Huh?', 'Uhh, the ball thing.', 'Yeah?', ""Hey Ross, wouldn't it be great if we could go two straight hours without dropping it?!"", 'Uhh,', 'Okay!', 'Uh-oh.', 'What?', ""I have to pee. And Rachel's in the bathroom!""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
utterance_74,"['Ross', 'Joey', 'Ross', 'Joey', 'Ross', 'Joey', 'Joey', 'Ross', 'Joey', 'Joey']","['neutral', 'neutral', 'neutral', 'joy', 'neutral', 'joy', 'fear', 'neutral', 'sadness', 'surprise']","['Hey, you wanna get something to eat or uh, do you wanna see how long we can throw this ball back and forth? Huh?', 'Uhh, the ball thing.', 'Yeah?', ""Hey Ross, wouldn't it be great if we could go two straight hours without dropping it?!"", 'Uhh,', 'Okay!', 'Uh-oh.', 'What?', ""I have to pee. And Rachel's in the bathroom!"", ""Man, I didn't think we were gonna make it!""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
